battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-18-02:56:48,RANKED MATCH,gouki,jamie,1298,1256,LOSE,0-2,ASVUJ6CCS,1
2025-12-18-02:55:09,RANKED MATCH,gouki,jamie,1307,1247,LOSE,0-2,33XJG7V78,1
2025-12-18-02:53:12,RANKED MATCH,gouki,gouki,1316,1254,LOSE,1-2,WJA9NJ9E6,1
2025-12-18-02:50:52,RANKED MATCH,gouki,gouki,1326,1244,LOSE,1-2,KD4PPHM8N,1
2025-12-18-02:48:32,RANKED MATCH,gouki,gouki,1320,1250,WIN,2-0,V787BCPDE,1
2025-12-18-02:46:03,RANKED MATCH,gouki,cammy,1328,1345,LOSE,1-2,LQ56RW5HA,1
2025-12-18-02:43:48,RANKED MATCH,gouki,cammy,1336,1337,LOSE,1-2,T56MF5WHS,1
2025-12-18-02:41:38,RANKED MATCH,gouki,cammy,1328,1345,WIN,2-0,GAA48XEY9,1
2025-12-18-02:39:26,RANKED MATCH,gouki,gouki,1321,1273,WIN,2-1,CCX38VAJY,1
2025-12-18-02:36:55,RANKED MATCH,gouki,gouki,1314,1280,WIN,2-0,D6DETJTXP,1
2025-12-18-02:33:03,RANKED MATCH,jp,gouki,1409,1400,LOSE,1-2,TCVEB6EAT,2
