battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-19-0433,RANKED MATCH,vega,ed,1394,1370,WIN,2-0,E5N6MAL38,4
2025-12-19-0432,RANKED MATCH,vega,ed,1386,1378,WIN,2-1,B79P3QAA7,4
2025-12-19-0430,RANKED MATCH,vega,ed,1395,1369,LOSE,0-2,JA9TNE9BK,4
2025-12-19-0427,RANKED MATCH,vega,terry,1405,1296,LOSE,1-2,SXXP3556K,4
2025-12-19-0424,RANKED MATCH,vega,ryu,1397,1394,WIN,2-0,PS6G8NH83,4
2025-12-19-0423,RANKED MATCH,vega,ryu,1405,1386,LOSE,0-2,UBF8MKQK8,4
2025-12-19-0421,RANKED MATCH,vega,ryu,1397,1394,WIN,2-1,QLKDS5A6C,4
2025-12-19-0418,RANKED MATCH,vega,honda,1405,1388,LOSE,0-2,KDCRURSWV,4
2025-12-19-0416,RANKED MATCH,vega,honda,1397,1396,WIN,2-1,HHX5CXJKU,4
2025-12-19-0413,RANKED MATCH,vega,honda,1405,1388,LOSE,1-2,874HGLB84,5
2025-12-19-0410,RANKED MATCH,sagat,mai,1442,1485,LOSE,0-2,JW74CPXEM,5
2025-12-19-0408,RANKED MATCH,sagat,mai,1449,1478,LOSE,0-2,7DM6QELBP,5
2025-12-19-0405,RANKED MATCH,sagat,ryu,1441,1427,WIN,2-1,9MQDRWP4L,5
2025-12-19-0403,RANKED MATCH,sagat,ryu,1433,1435,WIN,2-0,GAJ4RFRST,5
2025-12-19-0401,RANKED MATCH,sagat,terry,1440,1489,LOSE,0-2,JENJ67LPE,5
2025-12-19-0359,RANKED MATCH,sagat,terry,1447,1482,LOSE,0-2,HE6GVQPHR,5
2025-12-19-0357,RANKED MATCH,sagat,terry,1454,1500,LOSE,0-2,4VQ7FPPC7,5
2025-12-19-0356,RANKED MATCH,sagat,terry,1461,1493,LOSE,0-2,9N573AV4E,5
2025-12-19-0353,RANKED MATCH,sagat,gouki,1455,1371,WIN,2-0,LFUYTKC4G,5
2025-12-19-0352,RANKED MATCH,sagat,gouki,1449,1377,WIN,2-0,CS768R5WA,6
2025-12-19-0350,RANKED MATCH,sagat,chunli,1440,1473,WIN,2-0,FA9SJCD38,6
2025-12-19-0348,RANKED MATCH,sagat,chunli,1448,1465,LOSE,0-2,UBHELLENK,6
2025-12-19-0347,RANKED MATCH,sagat,chunli,1439,1474,WIN,2-0,FKD56K6MY,6
2025-12-19-0344,RANKED MATCH,marisa,juri,1420,1454,LOSE,0-2,NAYS3USQ5,6
2025-12-19-0342,RANKED MATCH,marisa,juri,1428,1446,LOSE,1-2,MQ5GBNWST,6
2025-12-19-0338,RANKED MATCH,honda,juri,1426,1421,LOSE,1-2,CR5DAWA63,6
2025-12-19-0336,RANKED MATCH,honda,juri,1434,1413,LOSE,0-2,SYTMCDCLK,6
2025-12-19-0333,RANKED MATCH,honda,luke,1441,1488,LOSE,0-2,BMKFY55DJ,6
2025-12-19-0331,RANKED MATCH,honda,luke,1431,1498,LOSE,1-2,LN53RV6VP,6
2025-12-19-0328,RANKED MATCH,honda,luke,1438,1491,LOSE,1-2,HQFG8KDFH,7
2025-12-19-0324,RANKED MATCH,honda,terry,1429,1463,WIN,2-1,QUEV8T3KA,7
2025-12-19-0322,RANKED MATCH,honda,terry,1437,1455,LOSE,1-2,TP3EU9VN8,7
2025-12-19-0319,RANKED MATCH,honda,terry,1428,1464,WIN,2-0,YQ8888WUS,7
2025-12-19-0316,RANKED MATCH,marisa,sagat,1435,1493,LOSE,0-2,EN73LJ3GM,7
2025-12-19-0315,RANKED MATCH,marisa,sagat,1442,1486,LOSE,1-2,NK6DQCDNN,7
2025-12-19-0311,RANKED MATCH,marisa,manon,1434,1443,WIN,2-1,YJXBVFHLA,7
2025-12-19-0309,RANKED MATCH,marisa,manon,1425,1452,WIN,2-0,96Y8CSNSH,7
2025-12-19-0306,RANKED MATCH,marisa,ed,1433,1413,LOSE,1-2,53QEURXJB,7
2025-12-19-0303,RANKED MATCH,marisa,ed,1425,1421,WIN,2-0,PWXR3M44V,7
2025-12-19-0302,RANKED MATCH,marisa,ed,1434,1412,LOSE,1-2,5WY4PN776,8
2025-12-19-0259,RANKED MATCH,marisa,cviper,1442,1438,LOSE,1-2,SM3E8XCD7,8
2025-12-19-0256,RANKED MATCH,marisa,cviper,1450,1430,LOSE,0-2,W73FS7X36,8
2025-12-19-0254,RANKED MATCH,marisa,cammy,1458,1463,LOSE,0-2,NSJF5JGW9,8
2025-12-19-0252,RANKED MATCH,marisa,cammy,1466,1455,LOSE,1-2,ASHRL9656,8
2025-12-19-0249,RANKED MATCH,marisa,cammy,1458,1463,WIN,2-0,VPUCH88EF,8
2025-12-19-0247,RANKED MATCH,marisa,gouki,1450,1444,WIN,2-0,348D3YBRH,8
2025-12-19-0245,RANKED MATCH,marisa,cviper,1441,1463,WIN,2-0,CHWV5TQB4,8
2025-12-19-0243,RANKED MATCH,marisa,cviper,1432,1472,WIN,2-0,6S7QQ3CF4,8
2025-12-19-0241,RANKED MATCH,marisa,sagat,1440,1450,LOSE,0-1,NBUFN3PFB,8
2025-12-19-0239,RANKED MATCH,marisa,sagat,1448,1442,LOSE,1-2,6CBW99AP4,9
2025-12-19-0236,RANKED MATCH,marisa,zangief,1442,1367,WIN,2-1,HJJM6T83P,9
2025-12-19-0234,RANKED MATCH,marisa,zangief,1435,1374,WIN,2-0,4FSFY78X6,9
2025-12-19-0232,RANKED MATCH,marisa,ed,1442,1473,LOSE,1-2,5BNNAXXSA,9
2025-12-19-0229,RANKED MATCH,marisa,ed,1450,1465,LOSE,0-2,BPSFCU8V4,9
2025-12-19-0226,RANKED MATCH,honda,ryu,1435,1472,LOSE,0-2,3FTKXJBRE,9
2025-12-19-0225,RANKED MATCH,honda,ryu,1442,1465,LOSE,0-2,4MVQL7B6D,9
2025-12-19-0223,RANKED MATCH,honda,chunli,1449,1494,LOSE,1-2,XY36YL7VB,9
2025-12-19-0220,RANKED MATCH,honda,chunli,1456,1487,LOSE,0-2,U3967YTXG,9
2025-12-19-0218,RANKED MATCH,honda,ken,1464,1464,LOSE,1-2,BAJ6FHXKY,9
2025-12-19-0215,RANKED MATCH,honda,gouki,1472,1493,LOSE,0-2,YR58JLA37,10
2025-12-19-0213,RANKED MATCH,honda,gouki,1480,1485,LOSE,0-2,MY6EGETGR,10
2025-12-19-0211,RANKED MATCH,vega,marisa,1398,1355,WIN,2-1,YYNNW5AYN,10
2025-12-19-0209,RANKED MATCH,vega,marisa,1391,1362,WIN,2-1,KYTYPDTXX,10
2025-12-19-0207,RANKED MATCH,vega,ryu,1399,1407,LOSE,0-2,LEFSEQPDE,10
2025-12-19-0205,RANKED MATCH,vega,ryu,1407,1399,LOSE,0-2,RHGQXT4D6,10
2025-12-19-0203,RANKED MATCH,vega,ryu,1399,1407,WIN,2-1,HWJXMDUK5,10
2025-12-19-0200,RANKED MATCH,vega,aki,1407,1413,LOSE,1-2,7YE7JRNWM,10
2025-12-19-0157,RANKED MATCH,vega,aki,1398,1422,WIN,2-1,YAV8L8PLW,10
2025-12-19-0154,RANKED MATCH,vega,aki,1406,1414,LOSE,0-2,SK4EHBATC,10
