battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2026-01-08-0025,RANKED MATCH,vega,zangief,1407,1431,LOSE,"[-5,-2]",FSDY6PJE9,3
2026-01-08-0024,RANKED MATCH,vega,zangief,1398,1440,WIN,"[-8,1,1]",37QYLAMFF,3
2026-01-08-0022,RANKED MATCH,vega,zangief,1405,1433,LOSE,"[1,-1,-6]",J9RJSLCYW,3
2026-01-08-0018,RANKED MATCH,vega,luke,1398,1335,WIN,"[-1,1,8]",7666TAPYV,3
2026-01-08-0016,RANKED MATCH,vega,luke,1391,1342,WIN,"[1,7]",AS7LDRLJ7,3
2026-01-08-0014,RANKED MATCH,vega,dhalsim,1384,1330,WIN,"[1,1]",HNW6EQNQ6,3
2026-01-08-0012,RANKED MATCH,vega,dhalsim,1377,1337,WIN,"[1,-1,6]",9V3XM5A6D,4
2026-01-08-0008,RANKED MATCH,vega,rashid,1384,1432,LOSE,"[-1,-1]",JMA5PJ7NK,4
2026-01-08-0007,RANKED MATCH,vega,rashid,1391,1425,LOSE,"[8,-6,-5]",E74CVUG4K,4
2026-01-08-0003,RANKED MATCH,vega,elena,1384,1357,WIN,"[1,-1,5]",ESMYEGPSS,4
2026-01-08-0001,RANKED MATCH,vega,elena,1393,1348,LOSE,"[-1,-7]",XQWQPUCS9,4
2026-01-08-0000,RANKED MATCH,vega,elena,1386,1355,WIN,"[1,1]",FLPC8SS74,4
2026-01-07-2357,RANKED MATCH,vega,juri,1393,1426,LOSE,"[-1,-1]",RCFQDPNSP,4
2026-01-07-2356,RANKED MATCH,vega,juri,1401,1418,LOSE,"[-1,-1]",RWKQVAC3F,4
2026-01-07-2353,RANKED MATCH,vega,aki,1393,1382,WIN,"[1,-1,1]",DVM6D4N6P,4
2026-01-07-2350,RANKED MATCH,vega,aki,1385,1390,WIN,"[1,7]",X4HW9FKXR,4
2026-01-07-2348,RANKED MATCH,vega,deejay,1379,1301,WIN,"[-1,5,1]",73EL8A3JN,5
2026-01-07-2345,RANKED MATCH,vega,deejay,1372,1308,WIN,"[1,1]",K4E97QQBY,5
2026-01-07-2343,RANKED MATCH,vega,marisa,1379,1425,LOSE,"[-1,1,-1]",DXKE3QGRK,5
2026-01-07-2340,RANKED MATCH,vega,marisa,1386,1418,LOSE,"[1,-1,-1]",QTVH5E9PF,5
2026-01-07-2337,RANKED MATCH,vega,gouki,1395,1353,LOSE,"[-1,1,-1]",UXAWLEESW,5
2026-01-07-2334,RANKED MATCH,vega,gouki,1404,1344,LOSE,"[1,-5,-6]",MKYKP63LX,5
2026-01-07-2332,RANKED MATCH,vega,gouki,1397,1351,WIN,"[1,6]",HXW5LVUTV,5
2026-01-07-2330,RANKED MATCH,vega,marisa,1405,1416,LOSE,"[-6,-6]",SM6JE3CA7,5
2026-01-07-2327,RANKED MATCH,vega,marisa,1413,1408,LOSE,"[-1,-1]",DR58HBPEP,5
2026-01-07-2325,RANKED MATCH,vega,juri,1421,1400,LOSE,"[-1,-6]",37WWBLRUJ,5
2026-01-07-2323,RANKED MATCH,vega,juri,1413,1408,WIN,"[6,1]",TNEUK8YDK,6
2026-01-07-2322,RANKED MATCH,vega,juri,1421,1400,LOSE,"[-1,-1]",BM8MADUKU,6
2026-01-07-2320,RANKED MATCH,vega,jp,1429,1443,LOSE,"[-1,1,-1]",NPK3WY665,6
2026-01-07-2317,RANKED MATCH,vega,jp,1437,1435,LOSE,"[-1,-1]",4S7H8JS53,6
2026-01-07-2314,RANKED MATCH,vega,juri,1447,1371,LOSE,"[-1,-1]",4N6EQYDS6,6
2026-01-07-2312,RANKED MATCH,vega,juri,1457,1361,LOSE,"[-1,-1]",BCRTXWRVY,6
2026-01-07-2310,RANKED MATCH,vega,juri,1451,1367,WIN,"[5,1]",9XYMUCHSV,6
2026-01-07-2128,RANKED MATCH,vega,zangief,1445,1377,WIN,"[1,-1,1]",HBRFCTKD6,6
2026-01-07-2126,RANKED MATCH,vega,zangief,1455,1367,LOSE,"[-1,6,-1]",L6K456FSA,6
2026-01-07-2123,RANKED MATCH,vega,zangief,1449,1373,WIN,"[-1,1,1]",CQUACFP48,6
2026-01-07-2120,RANKED MATCH,vega,ryu,1457,1454,LOSE,"[-1,-1]",N669NS4R4,7
2026-01-07-2118,RANKED MATCH,vega,ryu,1465,1446,LOSE,"[-2,1,-6]",VLXS3TXEG,7
2026-01-07-2115,RANKED MATCH,vega,luke,1474,1439,LOSE,"[-1,-1]",QFLTUAYUV,7
2026-01-07-2114,RANKED MATCH,vega,luke,1466,1447,WIN,"[1,1]",46LLAHUDD,7
2026-01-07-2112,RANKED MATCH,vega,luke,1475,1438,LOSE,"[-1,-6]",R4EUVHHRB,7
2026-01-07-2110,RANKED MATCH,vega,aki,1467,1446,WIN,"[1,-1,6]",QWP7FLKM6,7
2026-01-07-2108,RANKED MATCH,vega,aki,1459,1454,WIN,"[1,6]",CXHHCXJR8,7
2026-01-07-2105,RANKED MATCH,vega,juri,1466,1497,LOSE,"[-1,1,-1]",UEDA3JBPU,7
2026-01-07-2103,RANKED MATCH,vega,juri,1457,1506,WIN,"[1,1]",564BVRP3N,7
2026-01-07-2101,RANKED MATCH,vega,juri,1464,1499,LOSE,"[-1,8,-1]",KUKSBLVTC,7
2026-01-07-2057,RANKED MATCH,guile,chunli,1396,1458,LOSE,"[-5,-1]",U8XFKJTYM,8
2026-01-07-2056,RANKED MATCH,guile,chunli,1403,1451,LOSE,"[-1,-1]",YK4CWTTCC,8
2026-01-07-2053,RANKED MATCH,guile,gouki,1411,1390,LOSE,"[-1,1,-1]",8G8JQGSCB,8
2026-01-07-2050,RANKED MATCH,guile,gouki,1403,1398,WIN,"[1,1]",NYEAHE5XF,8
2026-01-07-2049,RANKED MATCH,guile,gouki,1412,1389,LOSE,"[-1,-6]",4TM4H77SS,8
2026-01-07-2045,RANKED MATCH,guile,ryu,1419,1457,LOSE,"[-8,-7]",F747BUNUM,8
2026-01-07-2043,RANKED MATCH,guile,jamie,1425,1507,LOSE,"[-2,-1]",J948SXUFU,8
2026-01-07-2041,RANKED MATCH,guile,jamie,1431,1501,LOSE,"[-8,1,-1]",SPFLJXBAH,8
2026-01-07-2038,RANKED MATCH,jamie,deejay,1347,1382,LOSE,"[-5,-5]",PR99C879F,8
2026-01-04-0622,RANKED MATCH,guile,sagat,1424,1397,WIN,"[1,-1,1]",4NAN8UKNQ,8
2026-01-04-0620,RANKED MATCH,guile,sagat,1416,1405,WIN,"[5,1]",UMXWAN5Y3,9
2026-01-04-0618,RANKED MATCH,guile,sagat,1425,1396,LOSE,"[-1,-1]",G6B7MW66G,9
2026-01-04-0616,RANKED MATCH,guile,sagat,1433,1431,LOSE,"[-5,-1]",S8BS96FAA,9
2026-01-04-0614,RANKED MATCH,guile,sagat,1441,1423,LOSE,"[-1,1,-5]",R7EL8PY7M,9
2026-01-04-0609,RANKED MATCH,guile,gouki,1432,1457,WIN,"[1,1]",6DJV7GA5L,9
2026-01-04-0608,RANKED MATCH,guile,gouki,1423,1466,WIN,"[-1,1,1]",AJ7UJTHMT,9
2026-01-04-0606,RANKED MATCH,guile,gouki,1430,1459,LOSE,"[-1,-1]",K694XD4XH,9
2026-01-04-0604,RANKED MATCH,guile,ken,1422,1440,WIN,"[-1,1,6]",NFUMLVDLE,9
2026-01-04-0601,RANKED MATCH,guile,ken,1413,1449,WIN,"[1,1]",KNHV8K5NP,9
2026-01-04-0600,RANKED MATCH,guile,ken,1421,1441,LOSE,"[-1,1,-1]",Q34AYX4UF,9
2026-01-04-0557,RANKED MATCH,guile,ryu,1428,1461,LOSE,"[-6,-1]",NHXRVENT5,10
2026-01-04-0555,RANKED MATCH,guile,ryu,1436,1453,LOSE,"[-1,-1]",NT3ENWSMW,10
2026-01-04-0554,RANKED MATCH,guile,ryu,1427,1462,WIN,"[1,1]",36QL5ETRA,10
2026-01-04-0551,RANKED MATCH,guile,manon,1420,1384,WIN,"[-1,1,7]",8APR7EUDU,10
2026-01-04-0548,RANKED MATCH,guile,manon,1413,1391,WIN,"[1,1]",4XT6YR88X,10
2026-01-04-0546,RANKED MATCH,guile,luke,1419,1531,LOSE,"[-1,-1]",E4SA3FLEV,10
2026-01-04-0545,RANKED MATCH,guile,luke,1425,1525,LOSE,"[-1,-5]",LFY8LK8AV,10
2026-01-04-0542,RANKED MATCH,guile,ed,1430,1560,LOSE,"[-1,-1]",KN4D75QBL,10
2026-01-04-0541,RANKED MATCH,guile,ed,1435,1555,LOSE,"[-1,1,-1]",BUKRS7RTV,10
2026-01-04-0537,RANKED MATCH,guile,jamie,1429,1318,WIN,"[1,6]",4TK7NGCHC,10
