battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2026-01-02-0619,RANKED MATCH,vega,terry,1453,1429,WIN,"[1,6]",QQDAMXXBN,1
2026-01-02-0617,RANKED MATCH,vega,terry,1445,1437,WIN,"[8,1]",N7BP4MV3G,1
2026-01-02-0615,RANKED MATCH,vega,jamie,1438,1403,WIN,"[1,-7,1]",R5JYUA9FB,1
2026-01-02-0613,RANKED MATCH,vega,jamie,1430,1411,WIN,"[1,-1,1]",4VEG6A598,1
2026-01-02-0609,RANKED MATCH,vega,guile,1438,1442,LOSE,"[-1,-6]",LNFF9S3A4,1
2026-01-02-0607,RANKED MATCH,vega,guile,1446,1434,LOSE,"[-5,-1]",QQHP8K5FT,1
2026-01-02-0605,RANKED MATCH,vega,ryu,1438,1442,WIN,"[-1,7,1]",HHCQHEYLB,1
2026-01-02-0603,RANKED MATCH,vega,ryu,1430,1450,WIN,"[1,5]",KXGAB6RDJ,1
2026-01-02-0601,RANKED MATCH,vega,ryu,1438,1442,LOSE,"[-1,-1]",4U4GTXDRE,1
2026-01-02-0559,RANKED MATCH,vega,mai,1446,1428,LOSE,"[-5,-6]",PD7MA6BXH,1
2026-01-02-0557,RANKED MATCH,vega,mai,1455,1419,LOSE,"[-1,-6]",G9RMDWQCY,2
2026-01-02-0555,RANKED MATCH,vega,mai,1448,1426,WIN,"[1,1]",VCUQ4HWFK,2
2026-01-02-0553,RANKED MATCH,vega,gouki,1440,1429,WIN,"[1,1]",5DLX6CPW9,2
2026-01-02-0552,RANKED MATCH,vega,gouki,1432,1437,WIN,"[1,5]",L3R677YRP,2
2026-01-02-0549,RANKED MATCH,vega,zangief,1440,1436,LOSE,"[-1,1,-1]",SCM38ENT8,2
2026-01-02-0547,RANKED MATCH,vega,zangief,1449,1427,LOSE,"[1,-8,-5]",LVV7QMX6X,2
2026-01-02-0545,RANKED MATCH,vega,zangief,1441,1435,WIN,"[1,1]",7MJAB7H5U,2
2026-01-02-0543,RANKED MATCH,vega,gouki,1435,1354,WIN,"[-1,1,1]",DWD8X8BRJ,2
2026-01-02-0540,RANKED MATCH,vega,gouki,1429,1360,WIN,"[-1,6,6]",JNWLD5LG9,2
2026-01-02-0537,RANKED MATCH,vega,dhalsim,1420,1467,WIN,"[1,1]",QXWUVC58N,2
2026-01-02-0536,RANKED MATCH,vega,dhalsim,1411,1476,WIN,"[-1,1,1]",YRVANK6UJ,3
2026-01-02-0531,RANKED MATCH,vega,blanka,1420,1388,LOSE,"[-6,1,-1]",5KV4SME5Y,3
2026-01-02-0529,RANKED MATCH,vega,blanka,1412,1396,WIN,"[1,-1,1]",SCS5QCTVS,3
2026-01-02-0526,RANKED MATCH,vega,blanka,1421,1387,LOSE,"[-1,-5]",X9MQM476S,3
2026-01-02-0524,RANKED MATCH,vega,luke,1415,1316,WIN,"[8,1]",TC3VFYM7Y,3
2026-01-02-0522,RANKED MATCH,vega,luke,1409,1322,WIN,"[1,1]",HP3HWUELW,3
2026-01-02-0520,RANKED MATCH,vega,jp,1416,1458,LOSE,"[1,-1,-6]",P3DBQLDQ9,3
2026-01-02-0518,RANKED MATCH,vega,jp,1423,1451,LOSE,"[-1,-5]",H3H446JSB,3
2026-01-02-0516,RANKED MATCH,vega,jp,1430,1472,LOSE,"[-1,1,-1]",96T5EVCAX,3
2026-01-02-0513,RANKED MATCH,vega,jp,1437,1465,LOSE,"[-8,-6]",G7GLPFUH7,3
2026-01-02-0511,RANKED MATCH,guile,juri,1430,1421,WIN,"[1,-1,5]",9JPTCAMSL,4
2026-01-02-0509,RANKED MATCH,guile,juri,1422,1429,WIN,"[1,1]",E3BRJCUX8,4
2026-01-02-0506,RANKED MATCH,guile,rashid,1430,1417,LOSE,"[-1,1,-1]",DXUHKH7DH,4
2026-01-02-0502,RANKED MATCH,guile,rashid,1439,1408,LOSE,"[-1,1,-6]",V6U9XDXGK,4
2026-01-02-0458,RANKED MATCH,jamie,chunli,1346,1324,WIN,"[1,1]",SJHCCQAC7,4
2026-01-02-0456,RANKED MATCH,jamie,chunli,1338,1332,WIN,"[1,-1,1]",GV8CNBY6K,4
2025-12-30-0939,RANKED MATCH,jp,sagat,1402,1442,WIN,"[6,1]",4967GQFU7,4
2025-12-30-0938,RANKED MATCH,jp,sagat,1393,1451,WIN,"[-5,7,1]",PGWU89QPS,4
2025-12-30-0934,RANKED MATCH,ryu,ryu,1353,1384,LOSE,"[-1,1,-1]",WSYPGC8J8,4
2025-12-30-0931,RANKED MATCH,ryu,ryu,1344,1393,WIN,"[6,1]",5FQMRUNJL,4
2025-12-30-0930,RANKED MATCH,ryu,ryu,1351,1386,LOSE,"[-1,1,-6]",WUTCJB4GJ,5
2025-12-30-0926,RANKED MATCH,ryu,luke,1344,1322,WIN,"[-5,1,2]",BNEJTAL4U,5
2025-12-30-0923,RANKED MATCH,ryu,luke,1336,1330,WIN,"[1,6]",4XBDY5KHU,5
2025-12-30-0920,RANKED MATCH,ryu,juri,1344,1345,LOSE,"[-1,-6]",FJGH5JCTG,5
2025-12-30-0906,RANKED MATCH,honda,terry,1385,1333,LOSE,"[-1,-1]",MJKTW4S58,5
2025-12-30-0904,RANKED MATCH,honda,terry,1395,1323,LOSE,"[1,-1,-6]",R57BPUDNR,5
2025-12-30-0901,RANKED MATCH,honda,terry,1388,1330,WIN,"[1,1]",6SLHUSJA4,5
2025-12-30-0859,RANKED MATCH,honda,jamie,1394,1477,LOSE,"[-1,-7]",E9DUMVGGU,5
2025-12-30-0857,RANKED MATCH,honda,jamie,1400,1471,LOSE,"[-1,-7]",GVHLFSQ74,5
