battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2026-01-02-1017,RANKED MATCH,guile,ryu,1412,1386,WIN,"[1,1]",Y45TNV8VB,2
2026-01-02-1015,RANKED MATCH,guile,zangief,1404,1417,WIN,"[1,-5,1]",BNRFN6E4U,3
2026-01-02-1012,RANKED MATCH,guile,zangief,1395,1426,WIN,"[1,1]",MJRLN4U7M,3
2026-01-02-1010,RANKED MATCH,guile,zangief,1403,1418,LOSE,"[-5,-1]",3M7SJWFYS,3
2026-01-02-1007,RANKED MATCH,guile,deejay,1411,1427,LOSE,"[1,-1,-6]",WL58HRLRV,3
2026-01-02-1005,RANKED MATCH,guile,deejay,1402,1436,WIN,"[1,-1,5]",VA6FCRQ74,3
2026-01-02-1003,RANKED MATCH,guile,deejay,1410,1428,LOSE,"[-1,1,-1]",AG9WR35U5,3
2026-01-02-1000,RANKED MATCH,guile,marisa,1417,1457,LOSE,"[-1,-1]",WQR6BC64V,3
2026-01-02-0958,RANKED MATCH,guile,marisa,1424,1450,LOSE,"[-5,-1]",8EPQBBMDN,3
2026-01-02-0956,RANKED MATCH,guile,ryu,1431,1472,LOSE,"[1,-1,-1]",BWMAX8P5X,3
2026-01-02-0953,RANKED MATCH,guile,ryu,1438,1465,LOSE,"[1,-8,-1]",7CHGXQKUJ,3
2026-01-02-0950,RANKED MATCH,marisa,gouki,1355,1346,LOSE,"[-5,-1]",CJ48NKC7K,4
2026-01-02-0949,RANKED MATCH,marisa,gouki,1364,1337,LOSE,"[1,-1,-5]",HWL4LFS9D,4
2026-01-02-0945,RANKED MATCH,marisa,ryu,1357,1320,WIN,"[1,8]",TYRTP6YGR,4
2026-01-02-0944,RANKED MATCH,marisa,ryu,1350,1327,WIN,"[1,5]",9VVX5HQYF,4
2026-01-02-0941,RANKED MATCH,gouki,cammy,1253,1333,LOSE,"[-1,-8]",Y5TGMXXT8,4
2026-01-02-0941,RANKED MATCH,gouki,cammy,1243,1343,WIN,"[-1,1,1]",DYSHTYPEX,4
2026-01-02-0938,RANKED MATCH,gouki,cammy,1249,1337,LOSE,"[-1,-1]",MUH5F4GJY,4
2026-01-02-0935,RANKED MATCH,luke,gouki,1396,1431,LOSE,"[1,-1,-6]",6H5PKHMBQ,4
2026-01-02-0933,RANKED MATCH,luke,gouki,1404,1423,LOSE,"[-5,-6]",RGR58CPVU,4
2026-01-02-0853,RANKED MATCH,luke,ryu,1397,1343,WIN,"[-1,6,6]",4A589FS3K,4
2026-01-02-0850,RANKED MATCH,luke,ryu,1390,1350,WIN,"[5,-5,6]",BFRHX66WK,5
2026-01-02-0847,RANKED MATCH,luke,juri,1382,1398,WIN,"[-6,1,6]",ALJC4U7VT,5
2026-01-02-0844,RANKED MATCH,luke,juri,1390,1390,LOSE,"[-1,7,-7]",ED86V6KCU,5
2026-01-02-0841,RANKED MATCH,luke,juri,1382,1398,WIN,"[1,-5,1]",LDKXGEJHG,5
2026-01-02-0838,RANKED MATCH,marisa,ryu,1360,1251,LOSE,"[1,-1,-6]",6D5KNCDFG,5
2026-01-02-0836,RANKED MATCH,marisa,ryu,1354,1257,WIN,"[1,1]",M57GEJM6G,5
2026-01-02-0832,RANKED MATCH,honda,gouki,1368,1364,LOSE,"[-1,-6]",65VVPR6TR,5
2026-01-02-0830,RANKED MATCH,honda,gouki,1376,1356,LOSE,"[-1,-6]",FCY5EA7GH,5
2026-01-02-0813,RANKED MATCH,vega,sagat,1456,1229,WIN,"[1,1]",5VPWVFT8C,5
2026-01-02-0811,RANKED MATCH,vega,sagat,1452,1233,WIN,"[1,1]",XUAENNULQ,5
2026-01-02-0808,RANKED MATCH,vega,ken,1445,1406,WIN,"[1,1]",K9HF8PBT5,6
2026-01-02-0806,RANKED MATCH,vega,ken,1438,1413,WIN,"[1,-6,8]",CJCMP5VHC,6
2026-01-02-0803,RANKED MATCH,vega,gouki,1431,1392,WIN,"[5,6]",QEG5JAQTR,6
2026-01-02-0801,RANKED MATCH,vega,gouki,1424,1399,WIN,"[-1,1,6]",XTE4KL3CQ,6
2026-01-02-0758,RANKED MATCH,vega,chunli,1431,1462,LOSE,"[-1,-6]",TQYGS7WH9,6
2026-01-02-0756,RANKED MATCH,vega,chunli,1439,1454,LOSE,"[-1,1,-8]",YENK47GDM,6
2026-01-02-0754,RANKED MATCH,vega,chunli,1430,1463,WIN,"[1,1]",BTNNXLRN6,6
2026-01-02-0751,RANKED MATCH,vega,gouki,1423,1382,WIN,"[1,1]",MX3ME6JQK,6
2026-01-02-0750,RANKED MATCH,vega,gouki,1416,1389,WIN,"[1,-1,8]",7Y9TEWXMB,6
2026-01-02-0748,RANKED MATCH,vega,gouki,1425,1380,LOSE,"[-1,1,-6]",NFJ7ET8LY,6
2026-01-02-0744,RANKED MATCH,vega,sagat,1433,1454,LOSE,"[-1,1,-1]",3DGWSG7XA,7
2026-01-02-0742,RANKED MATCH,vega,sagat,1441,1446,LOSE,"[-2,-1]",VQ4EE7DSG,7
2026-01-02-0739,RANKED MATCH,vega,juri,1434,1373,WIN,"[1,7]",X7YL4QSDT,7
2026-01-02-0737,RANKED MATCH,vega,juri,1427,1380,WIN,"[-1,1,1]",CTQ54NFPX,7
2026-01-02-0735,RANKED MATCH,vega,juri,1436,1371,LOSE,"[-6,1,-1]",7RBK649R3,7
2026-01-02-0731,RANKED MATCH,vega,ken,1430,1353,WIN,"[1,6]",YJCLKJTL9,7
2026-01-02-0730,RANKED MATCH,vega,ken,1423,1360,WIN,"[1,1]",34BCA5Y95,7
2026-01-02-0727,RANKED MATCH,vega,guile,1432,1399,LOSE,"[-1,-1]",C6GCEU7VT,7
2026-01-02-0725,RANKED MATCH,vega,guile,1441,1390,LOSE,"[-1,-1]",993A9KGV7,7
2026-01-02-0723,RANKED MATCH,vega,terry,1449,1457,LOSE,"[-8,-6]",YQPB5JP8N,7
2026-01-02-0721,RANKED MATCH,vega,terry,1440,1466,WIN,"[1,-6,1]",K6SMNQJYD,8
2026-01-02-0719,RANKED MATCH,vega,terry,1448,1458,LOSE,"[-8,1,-7]",QS3LQ874D,8
2026-01-02-0715,RANKED MATCH,vega,ed,1457,1393,LOSE,"[1,-1,-6]",RVST8QTDW,8
2026-01-02-0712,RANKED MATCH,vega,ed,1450,1400,WIN,"[1,1]",RNG5R8YPT,8
2026-01-02-0711,RANKED MATCH,vega,ed,1460,1390,LOSE,"[1,-1,-1]",D4TXKVPNG,8
2026-01-02-0619,RANKED MATCH,vega,terry,1453,1429,WIN,"[1,6]",QQDAMXXBN,8
2026-01-02-0617,RANKED MATCH,vega,terry,1445,1437,WIN,"[8,1]",N7BP4MV3G,8
2026-01-02-0615,RANKED MATCH,vega,jamie,1438,1403,WIN,"[1,-7,1]",R5JYUA9FB,8
2026-01-02-0613,RANKED MATCH,vega,jamie,1430,1411,WIN,"[1,-1,1]",4VEG6A598,8
2026-01-02-0609,RANKED MATCH,vega,guile,1438,1442,LOSE,"[-1,-6]",LNFF9S3A4,8
2026-01-02-0607,RANKED MATCH,vega,guile,1446,1434,LOSE,"[-5,-1]",QQHP8K5FT,9
2026-01-02-0605,RANKED MATCH,vega,ryu,1438,1442,WIN,"[-1,7,1]",HHCQHEYLB,9
2026-01-02-0603,RANKED MATCH,vega,ryu,1430,1450,WIN,"[1,5]",KXGAB6RDJ,9
2026-01-02-0601,RANKED MATCH,vega,ryu,1438,1442,LOSE,"[-1,-1]",4U4GTXDRE,9
2026-01-02-0559,RANKED MATCH,vega,mai,1446,1428,LOSE,"[-5,-6]",PD7MA6BXH,9
2026-01-02-0557,RANKED MATCH,vega,mai,1455,1419,LOSE,"[-1,-6]",G9RMDWQCY,9
2026-01-02-0555,RANKED MATCH,vega,mai,1448,1426,WIN,"[1,1]",VCUQ4HWFK,9
2026-01-02-0553,RANKED MATCH,vega,gouki,1440,1429,WIN,"[1,1]",5DLX6CPW9,9
2026-01-02-0552,RANKED MATCH,vega,gouki,1432,1437,WIN,"[1,5]",L3R677YRP,9
2026-01-02-0549,RANKED MATCH,vega,zangief,1440,1436,LOSE,"[-1,1,-1]",SCM38ENT8,9
2026-01-02-0547,RANKED MATCH,vega,zangief,1449,1427,LOSE,"[1,-8,-5]",LVV7QMX6X,10
2026-01-02-0545,RANKED MATCH,vega,zangief,1441,1435,WIN,"[1,1]",7MJAB7H5U,10
2026-01-02-0543,RANKED MATCH,vega,gouki,1435,1354,WIN,"[-1,1,1]",DWD8X8BRJ,10
2026-01-02-0540,RANKED MATCH,vega,gouki,1429,1360,WIN,"[-1,6,6]",JNWLD5LG9,10
2026-01-02-0537,RANKED MATCH,vega,dhalsim,1420,1467,WIN,"[1,1]",QXWUVC58N,10
2026-01-02-0536,RANKED MATCH,vega,dhalsim,1411,1476,WIN,"[-1,1,1]",YRVANK6UJ,10
2026-01-02-0531,RANKED MATCH,vega,blanka,1420,1388,LOSE,"[-6,1,-1]",5KV4SME5Y,10
2026-01-02-0529,RANKED MATCH,vega,blanka,1412,1396,WIN,"[1,-1,1]",SCS5QCTVS,10
2026-01-02-0526,RANKED MATCH,vega,blanka,1421,1387,LOSE,"[-1,-5]",X9MQM476S,10
2026-01-02-0524,RANKED MATCH,vega,luke,1415,1316,WIN,"[8,1]",TC3VFYM7Y,10
