battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2026-01-08-0302,RANKED MATCH,ken,gouki,1348,1298,WIN,"[1,1]",TYCMRGMXT,6
2026-01-08-0301,RANKED MATCH,ken,gouki,1341,1305,WIN,"[1,1]",PFQFKB7HH,6
2026-01-08-0259,RANKED MATCH,ken,marisa,1332,1357,WIN,"[-1,1,1]",4YF5L94FS,6
2026-01-08-0256,RANKED MATCH,ken,marisa,1323,1366,WIN,"[1,-1,1]",R6MVP3ANN,6
2026-01-08-0253,RANKED MATCH,ken,jamie,1316,1284,WIN,"[1,1]",EDSX68F5K,6
2026-01-08-0251,RANKED MATCH,ken,jamie,1308,1292,WIN,"[1,2]",GK47JFFPT,6
2026-01-08-0249,RANKED MATCH,jp,marisa,1394,1369,LOSE,"[-1,-5]",9CMANBHXG,6
2026-01-08-0247,RANKED MATCH,jp,marisa,1403,1360,LOSE,"[-1,-8]",T78LGNJM9,7
2026-01-08-0244,RANKED MATCH,luke,jamie,1384,1366,LOSE,"[-1,1,-1]",DDQEVSTXG,7
2026-01-08-0241,RANKED MATCH,luke,juri,1376,1370,WIN,"[-1,1,1]",YRBPX9LPH,7
2026-01-08-0238,RANKED MATCH,luke,juri,1385,1361,LOSE,"[-1,1,-8]",R7G7YNK7W,7
2026-01-08-0236,RANKED MATCH,luke,gouki,1378,1349,WIN,"[1,1]",GNCTC39PQ,7
2026-01-08-0234,RANKED MATCH,luke,gouki,1370,1357,WIN,"[-1,1,1]",USPSTFSGQ,7
2026-01-08-0230,RANKED MATCH,guile,luke,1382,1418,LOSE,"[-1,7,-1]",H48R8S4R3,7
2026-01-08-0228,RANKED MATCH,guile,luke,1389,1411,LOSE,"[-1,-1]",AFUYEEVNJ,7
2026-01-08-0201,RANKED MATCH,vega,terry,1469,1454,WIN,"[1,6]",75GMSH6R6,7
2026-01-08-0158,RANKED MATCH,vega,gouki,1462,1419,WIN,"[1,-8,6]",K9UHC969A,7
2026-01-08-0156,RANKED MATCH,vega,gouki,1455,1426,WIN,"[5,1]",5CTJ4A7RC,8
2026-01-08-0153,RANKED MATCH,vega,sagat,1447,1459,WIN,"[-1,1,1]",BT5GJGM7A,8
2026-01-08-0151,RANKED MATCH,vega,sagat,1455,1451,LOSE,"[-1,-1]",LS3MENWED,8
2026-01-08-0150,RANKED MATCH,vega,sagat,1447,1459,WIN,"[1,1]",SSXHPSEAR,8
2026-01-08-0148,RANKED MATCH,vega,luke,1439,1455,WIN,"[1,1]",8YCWXQUCG,8
2026-01-08-0146,RANKED MATCH,vega,luke,1430,1464,WIN,"[-1,1,1]",RX77S9EFJ,8
2026-01-08-0143,RANKED MATCH,vega,cammy,1422,1417,WIN,"[1,1]",W59GNWAYQ,8
2026-01-08-0141,RANKED MATCH,vega,cammy,1414,1425,WIN,"[1,5]",T55BUYX4F,8
2026-01-08-0139,RANKED MATCH,vega,cammy,1422,1417,LOSE,"[1,-1,-1]",PLKKGFNXK,8
2026-01-08-0135,RANKED MATCH,vega,marisa,1430,1411,LOSE,"[-1,-6]",BFP6PKB7U,8
2026-01-08-0134,RANKED MATCH,vega,marisa,1439,1402,LOSE,"[-5,-7]",UWHR8W333,9
2026-01-08-0131,RANKED MATCH,vega,cviper,1431,1432,WIN,"[5,7]",3PUGBWKSR,9
2026-01-08-0129,RANKED MATCH,vega,cviper,1423,1440,WIN,"[6,-7,1]",RAFNQLNKV,9
2026-01-08-0126,RANKED MATCH,vega,cviper,1431,1432,LOSE,"[-1,-8]",8LNMNUHVT,9
2026-01-08-0122,RANKED MATCH,vega,terry,1441,1372,LOSE,"[-1,-6]",QP5BHRLSK,9
2026-01-08-0121,RANKED MATCH,vega,terry,1451,1362,LOSE,"[-1,1,-1]",RDY57CH4C,9
2026-01-08-0119,RANKED MATCH,vega,terry,1445,1368,WIN,"[-1,1,1]",NQVBB77X8,9
2026-01-08-0116,RANKED MATCH,vega,ryu,1440,1286,WIN,"[-1,6,1]",QGTWQFQN6,9
2026-01-08-0113,RANKED MATCH,vega,ryu,1435,1291,WIN,"[1,1]",S3AEBTWE4,9
2026-01-08-0110,RANKED MATCH,vega,rashid,1427,1432,WIN,"[-5,1,1]",L7NFUMQTY,9
2026-01-08-0108,RANKED MATCH,vega,rashid,1419,1440,WIN,"[1,-1,1]",CYMREHKWS,10
2026-01-08-0105,RANKED MATCH,vega,rashid,1427,1432,LOSE,"[-1,-8]",EL9TWH9E8,10
2026-01-08-0103,RANKED MATCH,vega,lily,1435,1437,LOSE,"[-6,1,-1]",BPXAUQ768,10
2026-01-08-0100,RANKED MATCH,vega,lily,1427,1445,WIN,"[1,1]",B54X873DF,10
2026-01-08-0058,RANKED MATCH,vega,lily,1435,1437,LOSE,"[-1,-1]",NLKGDVPN7,10
2026-01-08-0056,RANKED MATCH,vega,ryu,1443,1455,LOSE,"[-1,-6]",CCJEDEDHF,10
2026-01-08-0054,RANKED MATCH,vega,ryu,1451,1447,LOSE,"[-1,1,-1]",DCUTKHEWP,10
2026-01-08-0051,RANKED MATCH,vega,guile,1459,1454,LOSE,"[-1,-6]",DSVELEHY4,10
2026-01-08-0049,RANKED MATCH,vega,guile,1468,1445,LOSE,"[1,-8,-1]",N64P8TQYA,10
2026-01-08-0047,RANKED MATCH,vega,guile,1460,1453,WIN,"[1,-5,1]",WGGPMJNLN,10
