battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-28-0816,RANKED MATCH,luke,vega,1415,1434,LOSE,"[0,0]",DYRBSWLHG,6
2025-12-28-0813,RANKED MATCH,luke,ryu,1409,1322,WIN,"[2,0,1]",QGPQWM9NG,6
2025-12-28-0811,RANKED MATCH,luke,ryu,1403,1328,WIN,"[8,1]",49KSJ8AJK,6
2025-12-28-0808,RANKED MATCH,guile,marisa,1393,1362,WIN,"[1,7]",CB7S5XXX3,6
2025-12-28-0806,RANKED MATCH,guile,chunli,1399,1484,LOSE,"[0,0]",348KMMJJY,6
2025-12-28-0804,RANKED MATCH,guile,chunli,1389,1494,WIN,"[1,1]",AVDV85PC3,6
2025-12-28-0802,RANKED MATCH,guile,chunli,1395,1488,LOSE,"[0,0]",N79K4BMRJ,6
2025-12-28-0759,RANKED MATCH,guile,cammy,1387,1390,WIN,"[0,1,1]",WHMNGLN77,6
2025-12-28-0756,RANKED MATCH,guile,cammy,1379,1398,LOSE,"[0,6,7]",WFR9QAT5Y,6
2025-12-28-0753,RANKED MATCH,guile,cammy,1387,1390,LOSE,"[1,0,0]",V59GYVCKJ,6
2025-12-28-0750,RANKED MATCH,guile,elena,1394,1424,LOSE,"[0,0]",3F9S47DQ5,7
2025-12-28-0749,RANKED MATCH,guile,elena,1402,1416,LOSE,"[0,1,0]",N9BG44ETE,7
2025-12-28-0745,RANKED MATCH,guile,ryu,1394,1393,WIN,"[5,1]",KGFBHVJSG,7
2025-12-28-0743,RANKED MATCH,guile,ken,1402,1419,LOSE,"[0,0]",G3G9QMGXW,7
2025-12-28-0742,RANKED MATCH,guile,ken,1393,1428,WIN,"[1,1]",6J34AVG8U,7
2025-12-28-0740,RANKED MATCH,guile,ken,1401,1420,LOSE,"[0,0]",L853MHHDQ,7
2025-12-28-0738,RANKED MATCH,guile,terry,1394,1357,WIN,"[5,7]",TDBP9E9XT,7
2025-12-28-0735,RANKED MATCH,guile,terry,1386,1365,WIN,"[1,0,6]",BXD9Q53S3,7
2025-12-28-0732,RANKED MATCH,guile,ken,1394,1399,LOSE,"[0,0]",KJRFX6H7C,7
2025-12-28-0730,RANKED MATCH,guile,ken,1386,1407,WIN,"[0,5,2]",EF9RD4BY6,7
2025-12-28-0728,RANKED MATCH,guile,ken,1394,1399,LOSE,"[0,1,0]",4UHPQ9PYP,8
2025-12-28-0725,RANKED MATCH,guile,terry,1388,1311,WIN,"[1,6]",YCYS9QBKK,8
2025-12-28-0722,RANKED MATCH,guile,ed,1395,1452,LOSE,"[0,1,0]",MFMWQPDE7,8
2025-12-28-0720,RANKED MATCH,guile,ed,1402,1445,LOSE,"[0,0]",MARK5DAGX,8
2025-12-28-0717,RANKED MATCH,guile,juri,1394,1384,WIN,"[1,0,1]",GG64WGMUL,8
2025-12-28-0714,RANKED MATCH,guile,juri,1386,1392,WIN,"[0,1,1]",K38MLBRS3,8
2025-12-28-0711,RANKED MATCH,guile,ed,1394,1409,LOSE,"[0,0]",J5QG34UCD,8
2025-12-28-0708,RANKED MATCH,guile,ed,1385,1418,WIN,"[0,1,6]",4HKRFEKGK,8
2025-12-28-0706,RANKED MATCH,guile,ed,1393,1410,LOSE,"[0,0]",B7FKKFCAH,8
2025-12-28-0703,RANKED MATCH,guile,vega,1385,1365,WIN,"[1,1]",NAPT4XWCR,8
2025-12-28-0702,RANKED MATCH,guile,vega,1377,1373,WIN,"[0,1,1]",BE7NGE49Y,9
2025-12-28-0659,RANKED MATCH,guile,dhalsim,1368,1404,WIN,"[1,6]",TN9XT3PEH,9
2025-12-28-0657,RANKED MATCH,guile,dhalsim,1359,1413,WIN,"[1,1]",PVKQCB3WQ,9
2025-12-28-0656,RANKED MATCH,guile,dhalsim,1366,1406,LOSE,"[0,0]",U7XLXECFJ,9
2025-12-28-0654,RANKED MATCH,vega,terry,1398,1376,WIN,"[1,0,1]",VCXYHX33V,9
2025-12-28-0650,RANKED MATCH,vega,jp,1390,1390,WIN,"[1,1]",PWJJQ8AC3,9
2025-12-28-0648,RANKED MATCH,vega,jp,1382,1398,WIN,"[1,1]",WT76U8X9J,9
2025-12-28-0645,RANKED MATCH,vega,terry,1389,1454,LOSE,"[8,0,0]",8ENBVJMG8,9
2025-12-28-0643,RANKED MATCH,vega,terry,1379,1464,WIN,"[1,1]",RMN5LHWUE,9
2025-12-28-0641,RANKED MATCH,vega,terry,1385,1458,LOSE,"[0,0]",R77FK7EMG,9
2025-12-28-0639,RANKED MATCH,vega,gouki,1377,1375,WIN,"[0,1,1]",JM8RDK9G5,10
2025-12-28-0637,RANKED MATCH,vega,gouki,1385,1367,LOSE,"[0,0]",YN73KY5RK,10
2025-12-28-0635,RANKED MATCH,vega,gouki,1377,1375,WIN,"[1,0,1]",39L3FJQ4H,10
2025-12-28-0632,RANKED MATCH,vega,ryu,1369,1350,WIN,"[0,1,1]",TXAF4K44T,10
2025-12-28-0629,RANKED MATCH,vega,ryu,1361,1358,WIN,"[1,0,8]",RHTM7C5LM,10
2025-12-28-0626,RANKED MATCH,vega,guile,1354,1292,WIN,"[2,1]",TF3SHQFVM,10
2025-12-28-0624,RANKED MATCH,vega,guile,1347,1299,WIN,"[1,1]",TWF53V3ED,10
2025-12-28-0622,RANKED MATCH,vega,lily,1354,1408,LOSE,"[1,0,0]",J36CWFET7,10
2025-12-28-0620,RANKED MATCH,vega,lily,1361,1401,LOSE,"[0,0]",C84SVY9D7,10
2025-12-28-0600,RANKED MATCH,vega,aki,1353,1336,WIN,"[1,0,1]",LC75W5T6X,10
