battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-30-0629,RANKED MATCH,sagat,terry,1446,1460,WIN,"[1,1]",UGPP9WA3F,8
2025-12-30-0626,RANKED MATCH,sagat,jamie,1438,1426,WIN,"[1,1]",CSFRTBFHE,8
2025-12-30-0625,RANKED MATCH,sagat,jamie,1430,1434,WIN,"[1,1]",AC7FDATWH,8
2025-12-30-0623,RANKED MATCH,sagat,jamie,1438,1426,LOSE,"[-1,1,-7]",Q9QJPTVXW,8
2025-12-30-0619,RANKED MATCH,sagat,luke,1431,1368,WIN,"[1,6]",T7KMMLUJY,8
2025-12-30-0617,RANKED MATCH,sagat,luke,1424,1375,WIN,"[-5,1,1]",QVD8FAJDM,8
2025-12-30-0614,RANKED MATCH,sagat,jp,1432,1427,LOSE,"[1,-1,-1]",YHT5F3H7B,8
2025-12-30-0612,RANKED MATCH,sagat,jp,1440,1419,LOSE,"[-5,-2]",3SCLC9BC6,8
2025-12-30-0611,RANKED MATCH,sagat,jp,1432,1427,WIN,"[1,-5,1]",JLU6G5D4A,9
2025-12-30-0607,RANKED MATCH,sagat,deejay,1440,1441,LOSE,"[-5,-1]",VY4NSBT53,9
2025-12-30-0605,RANKED MATCH,sagat,elena,1448,1443,LOSE,"[-1,-1]",Q8KYWEDQQ,9
2025-12-30-0603,RANKED MATCH,sagat,elena,1457,1434,LOSE,"[-1,1,-1]",SGAWAKNQ3,9
2025-12-30-0308,RANKED MATCH,jamie,ed,1345,1347,WIN,"[1,1]",A8R6KY75Q,9
2025-12-30-0306,RANKED MATCH,jamie,ed,1337,1355,WIN,"[5,7]",K4VURD8HB,9
2025-12-30-0149,RANKED MATCH,vega,marisa,1429,1409,WIN,"[1,-5,1]",M5N9R6443,9
2025-12-30-0146,RANKED MATCH,vega,ed,1421,1423,WIN,"[-1,6,1]",4EHCMK8G8,9
2025-12-30-0144,RANKED MATCH,vega,ed,1413,1431,WIN,"[1,1]",BEJAQHKU6,9
2025-12-30-0141,RANKED MATCH,vega,marisa,1421,1420,LOSE,"[-1,-1]",9U5J5LAUL,9
2025-12-30-0139,RANKED MATCH,vega,marisa,1429,1412,LOSE,"[-1,-5]",XGUAVLAB6,10
2025-12-30-0138,RANKED MATCH,vega,marisa,1421,1420,WIN,"[1,8]",Q7SXVPUCX,10
2025-12-30-0135,RANKED MATCH,vega,cviper,1413,1398,WIN,"[-2,7,1]",PP3UH3LQF,10
2025-12-30-0132,RANKED MATCH,vega,cviper,1422,1389,LOSE,"[-1,-6]",T7BLPD4X6,10
2025-12-30-0130,RANKED MATCH,vega,cviper,1414,1397,WIN,"[1,1]",M4WW37J4P,10
2025-12-30-0128,RANKED MATCH,vega,zangief,1421,1447,LOSE,"[-1,-1]",A6CP33WR5,10
2025-12-30-0126,RANKED MATCH,vega,zangief,1429,1439,LOSE,"[-1,-6]",KT569RW6V,10
2025-12-30-0123,RANKED MATCH,vega,manon,1438,1401,LOSE,"[-1,-1]",M5MYXTJGS,10
2025-12-30-0121,RANKED MATCH,vega,manon,1430,1409,WIN,"[1,-1,1]",P9D9NYTXV,10
2025-12-30-0119,RANKED MATCH,vega,manon,1439,1400,LOSE,"[-1,1,-1]",M7TDK5TQ5,10
